MAE,RMSE,SFN,MAPE
87.607666,134.62877,0.89373136,0.22250459
88.81516,126.2343,0.8769397,0.2582035
97.208084,145.85019,0.90532255,0.23764513
130.79778,170.33116,0.99574137,0.40285924
135.01648,200.05597,1.1669137,0.3566077
77.060684,125.54138,0.8743856,0.17897926
77.62481,127.12557,0.88270736,0.19477606
86.38783,136.90395,0.888274,0.20791095
86.590225,144.83551,0.90467,0.19883712
100.97994,163.04758,0.94512105,0.22171582
72.8483,111.333954,0.85358965,0.19347134
125.571625,175.62535,0.9819662,0.37519795
73.739525,112.71012,0.85544395,0.20127295
75.97342,114.22076,0.874339,0.22108907
97.46993,141.26495,1.2797065,0.25240678
80.92545,117.55495,0.8946047,0.23695533
83.02876,120.07091,0.90090024,0.22325478
98.469284,141.73792,0.9803266,0.25344005
82.78717,120.87456,0.9238725,0.21984342
81.97417,119.3917,0.8914634,0.23132165
84.97242,130.53008,0.8654146,0.22709732
88.31683,129.47057,0.89297867,0.24071346
73.92568,113.41621,0.83663166,0.18548527
83.00152,136.17802,0.8959389,0.19536373
137.72311,200.88034,1.4991777,0.35014263
76.62431,120.72363,0.8591462,0.20523134
72.33747,118.01778,0.83412254,0.18017636
95.400604,163.54488,0.960426,0.20356865
73.498146,119.80364,0.85411096,0.18847372
78.34635,130.67859,0.8532979,0.19172545
79.60959,128.96123,0.8651052,0.18581168
99.48929,144.17984,0.89722395,0.28973463
80.827034,130.21455,0.85935205,0.2018306
121.86687,168.5089,1.018959,0.36184335
78.97286,123.017715,1.0441151,0.21788222
79.04426,118.80574,0.878237,0.24661821
77.89935,128.51933,0.8833524,0.19657822
75.83435,113.224525,0.8902894,0.20173714
109.05665,157.51057,1.0306907,0.2911342
99.28358,159.28792,0.9852387,0.27053264
89.94366,130.49182,0.8884969,0.24057998
125.48541,186.70486,1.0563698,0.36045972
75.55346,118.41052,0.8630983,0.20424195
82.68756,121.27251,0.8882029,0.2389682
155.22467,223.34064,1.4320753,0.39772764
74.43602,122.77025,0.88443077,0.18276827
85.15711,122.056786,0.8643924,0.23403919
111.84072,159.49625,1.0261829,0.3077218
72.62818,108.6151,0.8540704,0.19947228
100.68325,152.1414,1.080708,0.26413846
102.71312,170.77678,1.0406533,0.2625898
92.68103,139.46802,0.9581199,0.25262266
82.05551,131.43835,0.8698633,0.1984884
124.00609,172.59407,1.0056473,0.37629274
92.530136,149.61111,1.0587687,0.2783603
79.50866,123.25665,0.88654006,0.2056178
83.56604,136.58766,0.9010278,0.21783745
147.86917,226.22289,1.1717821,0.31260765
81.20724,131.49031,0.89963603,0.21746641
79.234535,127.560455,0.86868256,0.20691568
78.26646,122.32946,0.8663579,0.2120921
83.958115,126.6459,0.8877585,0.23886997
79.02613,126.6501,0.87132686,0.20002134
114.61874,156.67337,0.9843594,0.35400102
88.23599,136.12366,1.1691992,0.23638727
76.82345,120.16351,0.87971926,0.20422146
74.12078,109.88815,0.8452761,0.21024641
120.264885,162.21822,0.9927867,0.3411648
110.8838,155.79782,1.0447817,0.29934624
87.80825,126.8116,0.911853,0.2494602
81.0421,134.58736,0.88330793,0.19823903
123.072235,175.97394,1.0182745,0.3255002
75.6727,121.05252,0.8520741,0.20393413
78.802155,120.69313,0.8826724,0.22473146
119.841194,176.0906,1.4394606,0.30895123
85.07242,119.164696,0.8889056,0.25323555
76.27927,117.50194,0.87497735,0.18726441
84.683914,133.5846,0.8777123,0.20321223
77.44751,127.12452,0.8463944,0.17999104
77.678894,127.70775,0.85237265,0.18883774
72.62616,114.84274,0.8300843,0.18155412
99.87659,141.79973,0.8966038,0.29608223
76.35929,119.11165,0.8685411,0.21718317
78.53085,121.13262,0.9042243,0.23484828
101.3324,158.85333,1.1278105,0.27702755
77.45102,122.34589,0.8555978,0.19972472
74.892235,114.42891,0.84204876,0.21765698
128.57358,167.67213,0.96978444,0.39295468
108.0458,155.28012,1.0134132,0.29997852
84.278725,122.39482,0.8816496,0.24515596
82.00533,126.13453,0.8703941,0.21812229
97.554474,138.19334,0.8994771,0.2687901
86.45941,144.17633,0.889719,0.19718392
106.19291,144.31232,0.9208094,0.3175645
111.84821,164.13347,1.1897472,0.29214582
81.8868,128.99135,0.89411974,0.1974789
74.96843,114.37787,0.8426779,0.19489647
135.6412,219.22595,1.2158633,0.2789645
93.17926,138.94069,0.912835,0.24742033
96.232025,137.59116,0.8797725,0.3041984
79.7102,126.22561,0.8872668,0.20259637
126.36544,178.21075,0.96212435,0.39763525
81.445175,133.36111,0.87865365,0.21502985
127.17596,168.05107,1.0425594,0.4066193
86.20239,130.60052,1.1197215,0.2381079
78.86337,117.70359,0.9009813,0.22325851
75.91211,114.081055,0.87907755,0.20352612
78.64469,116.01826,0.95982283,0.19961359
101.29176,140.35187,0.9009421,0.3058988
102.547165,165.60643,0.973538,0.23063473
77.53713,117.76415,0.8727709,0.20027651
91.613235,132.15317,0.9096283,0.26385066
78.14776,120.429794,0.86286557,0.1936788
79.45352,119.42788,0.8803758,0.21248719
105.17164,159.4688,1.4454525,0.26360184
84.31381,122.70792,0.89351153,0.24746425
88.105125,127.030174,0.9168035,0.24792765
127.30439,176.46527,1.0877686,0.33035517
89.305824,138.39378,0.97770715,0.2244093
95.33374,138.0301,0.9038385,0.27541214
81.434326,122.82632,0.8623761,0.2035784
108.55865,151.08383,0.94809824,0.3188716
71.6174,109.338875,0.83754003,0.18862906
94.07164,152.16891,0.9411075,0.20659818
127.01731,188.93828,1.6521909,0.30740553
77.243515,121.24408,0.8784659,0.20884311
91.35093,128.74356,0.8840143,0.2570997
85.19233,121.00003,0.86832,0.24738264
86.97245,138.47267,0.9207386,0.2032318
123.14129,191.58565,1.2171092,0.30536124
108.60575,170.63097,0.9884343,0.3300277
82.246826,130.35811,0.8819978,0.21435626
93.822784,152.17612,0.91056025,0.21679884
135.0741,181.07253,1.0468646,0.40485618
101.58807,160.5799,1.0561421,0.30949694
84.28901,126.82323,0.85920143,0.21592943
89.75056,143.05167,0.9220567,0.2475441
146.18422,226.18936,1.1556045,0.3000901
84.22775,136.89096,0.89076084,0.21105513
88.84267,135.52907,0.93737507,0.25844917
87.29647,131.1552,0.8774817,0.2490102
79.33032,123.70256,0.87135684,0.20323484
85.53796,137.34615,0.87036467,0.20099202
101.82702,141.88593,0.95340073,0.30404085
109.5166,152.67963,1.0688562,0.3177619
81.31187,127.38414,0.89800835,0.19904435
79.9436,120.646645,0.8574929,0.22855721
74.84744,116.95451,0.89987373,0.19460012
104.90992,150.82013,0.9928474,0.28340957
92.86785,157.16876,0.964343,0.22814023
88.44798,136.35138,0.9073155,0.21829931
114.347916,155.5076,0.9511509,0.34781227
89.94491,143.57867,0.91031516,0.21519996
155.49564,196.82974,1.0848694,0.4845104
93.223045,136.33641,1.069001,0.24184272
95.596725,139.79884,0.98213756,0.28826967
91.27648,153.95941,1.0002973,0.19516657
84.76567,123.966835,0.91301054,0.21725628
74.352684,116.76386,0.87892246,0.19527523
130.84824,221.80902,1.2219403,0.25945768
107.679504,147.8638,0.9592267,0.2971393
143.07538,204.3819,1.1295482,0.40975106
90.78809,129.8007,0.92123383,0.26594916
108.71975,177.25525,1.028069,0.22852078
132.29736,174.6367,1.1678908,0.38282838
81.06421,128.49019,0.90004635,0.19925593
99.425934,142.21155,0.95540845,0.2652453
101.840614,146.63342,0.9405873,0.26646492
71.75294,114.43796,0.8845069,0.17255284
124.421425,185.49736,1.2298598,0.30299893
97.505486,153.01349,0.98368585,0.26143974
81.59381,122.44202,0.8996296,0.21451136
83.70894,136.59615,0.8956542,0.19567096
119.90086,169.7098,1.0571014,0.3436065
83.733,128.93675,1.186488,0.24048938
79.727875,122.60468,0.9178573,0.21171558
78.00444,120.19148,0.8794457,0.21491803
135.46042,213.94113,1.1486729,0.28626147
83.425934,127.66623,0.9526634,0.21807922
122.7504,163.78964,1.0147833,0.3936739
86.54683,142.56018,0.9283081,0.20281167
99.390625,142.05624,0.91741896,0.28433046
92.907646,150.58006,0.9259261,0.21761926
119.8945,155.94212,0.99044245,0.38023636
116.155266,175.72987,1.4985845,0.3003017
78.49809,119.63792,0.92663443,0.21751325
77.166435,124.02957,0.90500736,0.19390482
79.64327,118.90462,0.9158352,0.21507406
80.47216,120.6069,0.9145361,0.23327187
82.21198,137.15266,0.9298856,0.20632261
75.33582,122.78402,0.88630664,0.19192071
83.18744,123.86775,0.9015089,0.2293121
79.55239,119.308205,0.8905825,0.21250679
77.737434,121.016754,0.88634837,0.210234
109.89065,163.54276,1.3254137,0.281942
77.0456,122.15447,0.9108155,0.19872561
76.637024,113.27732,0.86584425,0.21268488
80.28189,119.67723,0.89921236,0.20947626
74.9216,113.56615,0.89299023,0.19722496
92.06231,136.22356,1.0369474,0.24630913
87.82502,142.68817,0.9358009,0.23224963
94.92372,138.05751,0.95933306,0.25361437
80.42624,132.57285,0.90598273,0.19629477
96.55123,139.06787,0.950655,0.27336895
110.54862,160.38469,1.1082577,0.32613158
88.79891,141.38583,0.9192297,0.2067606
79.9356,131.10072,0.88549376,0.2128036
104.40713,165.17134,0.9674852,0.24251258
76.66816,126.4195,0.87285155,0.19052486
81.73109,138.90282,0.90599954,0.19624497
85.9258,127.40606,0.8843559,0.23112473
90.02618,133.26016,0.90210176,0.26425287
82.24974,127.549324,0.8859411,0.20701088
101.072655,135.725,0.93159676,0.3165038
89.86648,135.79456,1.2880172,0.23873705
81.40004,119.784035,0.94683075,0.24238633
74.238884,122.37848,0.9071807,0.17903756
72.93298,109.84763,0.87206686,0.19350468
78.317245,114.87205,0.91556084,0.21074224
76.749405,113.02339,0.87497425,0.21349058
77.187294,127.82746,0.8830162,0.19620933
92.49869,133.98184,0.8896562,0.27353218
80.17019,126.71456,0.8779398,0.22072916
77.1628,123.83248,0.88856566,0.20272617
118.96851,173.11914,1.4419096,0.30926627
76.43471,113.73222,0.8823443,0.21288295
87.84314,129.05762,0.9092095,0.23770578
124.114,164.40988,1.0243144,0.36555582
72.50525,108.49526,0.8776926,0.185159
82.40194,122.53032,0.9381857,0.2336942
86.11175,142.2371,0.92549586,0.20987615
93.45375,139.19704,0.94352627,0.24885689
80.27736,133.40152,0.8872897,0.1931635
89.282616,134.76335,0.9336792,0.26298767
84.8485,127.076546,1.1769348,0.25052187
84.81754,123.59214,0.8999028,0.26359865
85.45706,139.92206,0.92461586,0.20922324
127.80136,197.06644,1.0582588,0.29223338
78.838875,127.05213,0.9420525,0.21317162
88.723564,151.47975,0.9551,0.22046335
93.27088,132.63658,0.890013,0.2583818
99.78518,150.77339,0.9241495,0.304864
75.11615,114.70671,0.8565997,0.20562106
103.09808,142.08969,0.98467946,0.32666382
136.12189,200.53772,1.2434205,0.39757696
93.66345,145.7842,0.9147941,0.22388005
91.82598,133.5773,0.8849385,0.28191543
138.26746,185.6207,1.1156995,0.41894782
86.98392,132.86066,0.99946046,0.24040093
94.45062,137.01987,0.9682358,0.27785861
91.84193,143.40457,0.9265199,0.24885173
83.41064,131.38928,0.9134783,0.20614251
79.78946,117.487724,0.8728682,0.211523
74.281906,109.750565,0.8682991,0.20528014
79.446754,122.628204,1.1771812,0.19858181
74.895065,112.86458,0.87656975,0.19069472
76.93838,124.75352,0.8865875,0.18510303
72.99782,113.23807,0.8745637,0.17614992
83.66283,143.77956,0.9150194,0.18789078
76.92897,122.60237,0.8614669,0.1921426
74.2688,117.08676,0.8615792,0.19268115
82.638916,124.20334,0.8734784,0.23856801
78.1024,125.56734,0.8773166,0.2089417
82.68692,128.79016,0.9577664,0.22868471
108.419685,162.06308,1.3594596,0.28457695
76.07683,115.919815,0.8771903,0.20013633
110.85806,157.35782,0.97681767,0.31401983
133.87332,170.22385,0.99084115,0.3980507
87.54002,143.49666,0.97923416,0.19219837
104.140816,150.61067,1.0110607,0.27599832
85.37061,140.83572,0.94028175,0.20694532
87.22621,127.30164,0.9046495,0.23754558
94.64678,147.46141,0.91102403,0.22527279
105.79735,138.6234,0.90883696,0.3433076
122.31767,183.26613,1.5653002,0.29740053
77.23414,123.24518,0.9589941,0.20098403
83.08454,140.42221,0.95767426,0.19089125
165.20137,241.71614,1.2813759,0.36193243
99.02048,149.21658,1.0970616,0.28752014
112.2524,152.9809,0.95351815,0.38263577
84.16679,131.77393,0.9012079,0.21305524
95.646614,143.18396,0.90945315,0.29342467
77.454895,120.0631,0.87909925,0.21479905
76.17015,116.401566,0.89418584,0.20330283
106.61019,154.06474,1.328596,0.291852
76.950745,122.46068,0.9258504,0.19366811
75.21328,117.323,0.87484276,0.19798216
72.62506,114.125465,0.902683,0.1833711
149.29755,210.16583,1.2514553,0.42417857
138.9963,235.53828,1.333483,0.3089622
93.453514,140.94243,0.9536549,0.23916173
147.70782,214.96544,1.1528883,0.42295063
93.0971,140.5698,0.94154763,0.2801298
81.340126,129.91046,0.9069342,0.20108487
120.02591,182.08214,1.3910513,0.29854056
76.53912,123.414955,0.91116405,0.19722123
89.04141,128.42426,0.9107584,0.24316938
74.77257,112.8152,0.87697417,0.20038708
75.89794,125.7957,0.9315552,0.17699468
97.167885,148.59654,1.0380039,0.2459162
99.88472,160.98201,0.9810698,0.28054348
100.44791,144.95023,0.9670227,0.27210113
79.371056,131.15848,0.87570107,0.1973215
89.87399,134.28397,0.9423749,0.24854231
106.92351,157.97385,1.1605117,0.31504685
81.614624,124.53282,0.89739364,0.2068761
80.91443,123.883415,0.8746224,0.229828
130.00754,196.83513,1.0714608,0.289207
78.71569,126.50904,0.91333085,0.21870628
94.253044,139.9231,0.93424785,0.28403038
81.99838,135.93066,0.90549827,0.20112975
81.913605,137.49878,0.9347614,0.19775307
84.21843,124.78789,0.8954607,0.22376928
80.4244,117.52311,0.85940635,0.23095275
118.271095,174.77141,1.4437097,0.29150027
78.3569,131.00836,0.9015789,0.18131647
81.79063,140.01886,0.89297336,0.18154547
75.536865,119.98826,0.8548093,0.18595324
74.05603,112.41826,0.8630246,0.21379177
110.990875,194.98386,1.1071024,0.23332231
86.892784,125.04453,0.9122284,0.23317052
131.1821,184.89473,1.0242934,0.37839264
80.033394,121.209206,0.88608754,0.22238469
74.00819,117.23123,0.8854862,0.18308741
130.76262,189.10057,1.4212849,0.33164176
76.20508,121.836235,0.9042139,0.1879541
122.60235,171.25137,1.0043184,0.34034023
147.96667,186.80699,0.99042684,0.48316303
83.4408,124.61455,0.8972015,0.23182182
96.5917,142.02185,1.0533372,0.2670215
89.01127,143.94316,0.92759067,0.23027858
82.48333,123.18541,0.8973737,0.22338654
85.73314,143.581,0.9055904,0.20005225
125.267296,165.19711,0.9778389,0.3931719
119.884895,190.83029,1.1411934,0.39075574
93.934654,134.19171,0.95415556,0.2757696
88.24169,139.89867,0.93272495,0.2524973
142.27226,218.04085,1.1875789,0.3125293
114.61581,167.07498,1.1278899,0.34575078
101.7902,146.12254,1.000832,0.3256187
84.58259,137.11957,0.9189432,0.20961778
89.02832,134.75453,0.91416216,0.2532561
79.64764,130.36427,0.8895687,0.19901493
88.93485,128.82158,0.9567584,0.26425254
89.335945,137.00807,1.3677318,0.23227546
77.12967,117.66359,0.94044906,0.21190026
75.06229,115.304436,0.8930207,0.19352074
74.205795,116.67569,0.8669218,0.1821314
114.9193,164.70268,1.004433,0.3263036
94.79357,163.72426,0.99924177,0.2253467
83.43583,126.23222,0.9247358,0.2132622
107.38807,149.061,0.9381812,0.32014525
77.7803,120.72031,0.8920799,0.21542816
79.50203,134.3948,0.925209,0.19206414
143.21062,208.76683,1.7156589,0.35708636
77.20389,118.961494,0.9213387,0.19790025
75.67726,113.54838,0.86664736,0.2017341
88.5667,129.32248,1.0127275,0.2233154
77.867455,127.31957,0.91867137,0.18442854
68.6925,106.40174,0.8664323,0.18621057
78.72677,134.54485,0.8790076,0.19272186
86.94513,127.49974,0.8974343,0.23893206
77.49631,126.18195,0.87656236,0.20111816
76.66681,117.38574,0.89413404,0.20681256
101.29777,147.12283,1.1568905,0.2752969
77.24968,118.88649,0.91436887,0.19414076
80.01349,130.71323,0.91091526,0.19665858
120.768036,185.24046,1.0210984,0.2789988
77.72733,126.618034,0.90187377,0.21185322
79.56195,131.45029,0.8866065,0.20258605
78.95788,126.56241,0.88849455,0.19967048
106.516685,153.70767,0.92769307,0.31725067
80.127716,125.54729,0.863271,0.20435174
83.49036,122.46853,0.8937392,0.25347045
89.92617,137.82867,1.1753802,0.23730996
75.79445,119.5404,0.889894,0.1920268
71.26571,109.613884,0.86248887,0.1915929
88.15038,125.026405,0.89517593,0.23888099
114.995544,165.2502,1.1274136,0.33019456
109.876526,149.72275,1.0016799,0.3554649
81.540535,126.48626,0.8925891,0.20329116
93.637726,133.13106,0.90688956,0.2600067
77.949326,124.59326,0.8616643,0.19683301
77.466606,122.879196,0.8878962,0.20589355
127.203964,187.6525,1.3718185,0.32088608
82.12519,134.59753,0.932751,0.1933901
78.99197,117.055756,0.873901,0.20547181
74.84725,116.6694,0.8986417,0.18493296
74.91954,124.5032,0.8856322,0.17857009
70.66329,114.01831,0.8479345,0.18595415
73.03503,118.00145,0.84554505,0.19149177
92.636566,132.91151,0.8839904,0.27132127
77.14129,122.12256,0.8668556,0.21605338
78.55463,118.7824,0.91031575,0.22214086
89.30419,131.56935,1.0265828,0.26718107
76.57685,116.09132,0.87635374,0.20116006
77.823456,126.673294,0.8716235,0.19714649
90.06727,145.93964,0.92502284,0.20669998
77.82008,129.8204,0.89540863,0.18713953
87.50345,155.6773,0.97154105,0.20698665
95.30419,135.68399,0.92445135,0.2551309
88.54515,133.29585,0.92837095,0.2480662
77.48242,116.5581,0.8795071,0.20072694
81.23665,118.31997,0.8690912,0.2487067
104.78082,154.38559,1.1514788,0.28692356
78.07094,123.74978,0.8955246,0.19152467
80.60499,117.85421,0.8607894,0.23851797
84.687515,122.66985,0.9094137,0.23463269
82.31474,120.885864,0.9265598,0.22429451
86.49943,129.89725,1.0199842,0.22813973
95.65614,140.06537,0.91317225,0.28015977
77.768394,125.96664,0.8896207,0.19823204
84.01706,131.0227,0.89074004,0.20853558
83.53487,121.20765,0.9262906,0.24610272
102.23195,153.79071,1.229897,0.28004152
76.67726,121.18699,0.91877484,0.18993118
76.191376,118.18595,0.8788019,0.20519483
91.00556,151.951,0.9634304,0.20409618
73.82955,118.42171,0.8871679,0.19715022
77.78975,119.036804,0.86987567,0.22947165
74.50777,120.15586,0.86895484,0.19416507
109.38099,156.0578,0.9202113,0.33469254
75.285965,122.54915,0.8762895,0.20458908
113.90076,157.97325,1.0253997,0.3299509
123.39483,182.12027,1.1489539,0.3604725
88.01314,136.51997,0.91688645,0.21480481
76.66902,121.04922,0.86965024,0.22408439
70.29389,107.79676,0.8995056,0.18423556
99.39487,146.72386,1.009927,0.2721869
88.784386,138.57234,0.9677734,0.24932723
82.308014,129.04897,0.93199617,0.21154703
84.80392,129.11017,0.9294379,0.23372935
88.95993,130.4171,0.9048989,0.23287293
78.51451,118.255104,0.88590443,0.22199284
91.081795,131.97299,1.0846273,0.23792413
78.37242,119.40617,0.90646917,0.19696967
74.85754,111.646866,0.8699403,0.19911602
122.36315,166.70459,1.1255233,0.33156687
80.02512,126.75367,0.967048,0.19899146
83.00886,143.14935,0.9150965,0.20772667
81.47339,119.91646,0.89250064,0.21940047
102.96639,148.25859,0.9466679,0.29906857
82.52276,121.93841,0.9078929,0.22973755
73.90141,117.188805,0.8735912,0.19008596
84.91828,120.7351,1.0543363,0.22973983
98.40091,135.33284,0.9602423,0.30922973
86.01782,123.63173,0.8997903,0.24967092
85.67486,147.40814,0.95109314,0.19221093
78.08794,131.8586,0.8987577,0.20166537
88.055565,138.77322,1.0430093,0.24456866
91.67653,146.61426,0.9111744,0.26049143
84.37635,129.49567,0.9039565,0.22454745
82.5403,138.48198,0.9062921,0.20522526
87.79669,136.40446,0.9682857,0.2271064
153.44717,202.19739,1.1963179,0.44746903
105.56265,165.6293,0.9761168,0.23949309
81.78687,128.76859,0.88299024,0.22089298
94.48195,147.49226,0.93340373,0.22604693
74.36787,122.95819,0.8961408,0.18424204
111.42576,194.78752,1.1067612,0.22648558
95.1658,134.89743,0.9225869,0.26130107
106.34351,148.98035,0.9448823,0.31725815
78.12136,116.114876,0.8796056,0.20565733
73.09012,117.74896,0.88282424,0.1959589
105.93771,154.77689,1.3321168,0.26395136
78.97735,117.14277,0.88050807,0.22083993
88.25704,125.30987,0.888776,0.24282669
84.05239,121.64628,0.89288414,0.23320821
80.38745,117.26065,0.9792557,0.21361655
138.30392,191.32108,1.1912742,0.3890715
86.51486,134.51456,0.92146146,0.22807395
79.19212,119.85484,0.85686284,0.20749047
80.76176,134.62671,0.8794069,0.19244242
133.93985,174.32277,1.1095771,0.41522476
127.05048,201.80775,1.3574312,0.4032192
84.30004,131.17445,1.0031894,0.23914944
92.47857,155.5199,1.0116537,0.22358385
121.08507,181.24866,1.0330906,0.28249538
87.12304,126.20596,0.96954006,0.2585915
90.933334,128.95248,0.9536457,0.27309626
81.909584,137.4579,0.9305051,0.18797018
86.26675,125.85048,0.9067234,0.23447604
77.57817,120.39637,0.8784318,0.19751148
75.535446,116.491196,0.8759222,0.20291343
81.65383,120.135185,1.0328367,0.22097272
76.4838,114.22382,0.90328074,0.20467108
74.30638,115.70136,0.8696827,0.18911819
73.85496,111.934265,0.8880906,0.18744892
75.488495,115.74002,0.8757391,0.20078845
103.39087,184.25487,1.0747167,0.21548705
101.91148,144.94292,0.9171283,0.26690897
104.60901,142.91898,0.91210973,0.316537
75.232735,115.82526,0.869805,0.21354
76.38453,119.599045,0.8840436,0.20244125
92.31307,138.16202,1.2829838,0.24183731
101.838684,142.84506,0.99706644,0.30452323
83.212425,120.10186,0.90466344,0.22669405
72.92769,110.40304,0.8767425,0.1881026
72.91126,110.24201,0.9160994,0.1812153
100.75597,150.89566,1.1004469,0.2662739
90.10935,149.10707,0.94371367,0.22697155
80.2858,125.59036,0.87093294,0.20181727
76.62238,119.695114,0.8662448,0.19264244
84.54389,123.47909,0.9412717,0.2517328
111.42647,174.47002,1.2888561,0.3262583
79.23626,124.71394,0.9064076,0.20542103
80.34452,133.71925,0.8997276,0.2020155
102.615105,168.44841,1.0085902,0.23063073
78.44419,126.16606,0.90887284,0.22938074
86.39973,129.98447,0.9023007,0.26370448
81.44295,132.19122,0.9208032,0.20899425
101.5857,149.24464,0.9678248,0.27844772
75.17895,123.05725,0.86905515,0.19843213
82.174065,122.854355,0.90928143,0.23003061
112.08875,169.55818,1.2507198,0.2996727
77.226944,124.41548,0.8998624,0.18936555
73.37891,113.11911,0.8578742,0.19284594
85.96494,124.490135,0.9453395,0.22655214
99.51249,140.64018,0.9824429,0.29379296
76.56495,118.74781,0.8663207,0.21196833
79.60204,130.89734,0.90413666,0.1948514
84.19834,133.98566,0.90889543,0.21219867
85.968895,140.2188,0.90440345,0.20665301
78.92071,121.80508,0.88250995,0.2100161
91.97519,136.2456,1.0432067,0.2531701
76.95423,120.928444,0.8815261,0.21191624
79.606705,117.130486,0.87153214,0.21830012
83.845474,134.70978,0.9440508,0.21322502
79.29057,126.18413,0.9132372,0.19107814
80.160904,121.47975,0.86989063,0.23358423
77.21612,124.91315,0.8730438,0.1964979
93.256195,136.37598,0.8904854,0.28825665
78.857765,122.75726,0.85844034,0.20314959
82.13545,120.00275,0.932428,0.23756287
132.40094,190.47408,1.3221533,0.35279763
77.69948,122.92817,0.9165985,0.19677493
79.09975,115.7489,0.8707614,0.2268468
98.7297,139.20721,0.9868833,0.28504276
122.53455,179.85431,1.1604613,0.32618815
101.77292,147.71945,0.98868936,0.31299865
86.19056,138.2369,0.9016352,0.21985576
92.85782,134.91513,0.9463512,0.27180368
76.36177,122.76145,0.8748013,0.2144746
98.0511,170.17807,1.0033675,0.21041593
110.47509,161.24835,1.3402193,0.2828892
77.39709,124.42108,0.91303337,0.20020388
85.883736,126.47477,0.91121185,0.22404186
76.60937,117.08252,0.91110194,0.19928117
80.87174,133.85863,0.9452132,0.19039787
71.61958,111.30052,0.854782,0.19818467
74.94033,124.68938,0.8491508,0.19146067
78.85692,121.44556,0.855216,0.21747972
76.62978,122.69415,0.8531935,0.19986828
80.1322,123.04854,0.89225423,0.23271717
74.204895,115.563576,1.0762091,0.19888844
77.917274,117.61957,0.87750244,0.23449677
79.4546,130.99525,0.8860638,0.20218721
100.35475,163.04797,0.9623899,0.21979447
78.71431,131.23932,0.8849842,0.20602387
89.663925,159.76251,0.97603077,0.21237665
92.019035,132.45967,0.90095764,0.2564665
77.448524,122.706276,0.8981769,0.21439743
75.33646,116.651566,0.86191857,0.20446344
76.68027,124.664795,0.86597824,0.19872631
137.6755,180.4289,0.9763589,0.4485674
117.47607,170.49359,0.93044895,0.2943808
86.31362,124.65947,0.8641605,0.28051203
70.772,111.384254,0.8756859,0.17820123
78.608406,122.70834,0.96095014,0.1945678
104.28889,149.0321,0.9968133,0.29193047
93.28527,138.7933,0.9133785,0.26905778
87.02776,128.9236,0.9179331,0.23921354
80.38711,134.1046,0.8782798,0.19827811
101.78046,138.70108,1.0325543,0.29563087
95.33696,140.6569,1.2519875,0.2589577
77.5574,124.150505,0.9370979,0.19465873
86.306244,150.8065,0.982571,0.19890925
124.667175,191.0205,1.0698761,0.2791778
73.62759,119.76751,0.925363,0.1932464
82.113205,130.99539,0.8840612,0.23448445
80.45234,125.663994,0.9039343,0.2050245
97.11578,140.24048,0.9308045,0.28746763
73.38065,116.943275,0.8703979,0.19134727
73.320366,120.86007,0.8803574,0.19432077
78.16601,117.401855,1.0911072,0.20100634
73.94139,110.822174,0.87369657,0.18976577
78.74705,115.212494,0.8728583,0.21387847
157.4861,197.74194,1.1099395,0.47287378
74.05376,115.99099,0.99957955,0.17900972
91.82132,158.79214,0.9886625,0.20221555
79.60018,117.83402,0.8688819,0.21257389
130.37184,182.99309,1.033569,0.37816328
82.90293,123.014885,0.9115177,0.22948797
79.47036,131.33345,0.9213551,0.18853343
92.71811,137.28244,1.084139,0.2325393
86.81327,124.82326,0.9162664,0.23973083
86.12371,124.43292,0.89237356,0.23062825
75.45153,120.76137,0.88392407,0.18640669
74.630974,119.97828,0.88675976,0.18348414
93.112785,139.05414,1.0264101,0.2506462
85.53562,135.092,0.90292305,0.22176264
79.52533,125.4621,0.8689002,0.20783377
78.05203,122.19113,0.8702082,0.20090741
76.39305,117.43619,0.895061,0.20841515
121.34465,180.30511,1.107872,0.40098915
90.499916,131.72272,0.9085144,0.24381396
81.798775,125.23146,0.8647561,0.24808086
100.49369,167.8985,1.024667,0.21724813
76.73407,123.20318,0.90529585,0.20285259
84.85825,128.12881,0.8775787,0.2600122
77.399025,122.75088,0.8835095,0.20334084
81.04429,129.29707,0.89842623,0.21598871
87.90563,138.40906,0.8914113,0.21936148
99.78801,135.91542,0.9444524,0.30511057
79.59175,121.781425,1.1795316,0.211959
90.5853,126.16952,0.9425452,0.27639133
79.8233,135.19693,0.9303694,0.17529231
96.21429,150.14473,0.94729143,0.25095597
87.26334,133.23526,0.99318933,0.24692045
79.18563,121.773285,0.8832923,0.23370011
76.77554,118.86561,0.8727341,0.20874007
102.41226,145.38914,0.8921875,0.32021064
75.54456,120.63624,0.8899497,0.20932668
78.33085,126.62082,0.8834165,0.19973832
120.58575,172.9604,1.3471154,0.30976582
76.09018,122.88345,0.89541596,0.18802136
74.87387,114.82953,0.85634977,0.19926478
73.24638,113.93508,0.8736681,0.18209922
124.977325,177.04749,1.1244545,0.35002568
90.46236,138.70354,0.976856,0.25673315
80.36539,128.34138,0.892272,0.20759444
99.204216,139.22821,0.9205922,0.3050894
81.38809,134.53181,0.89447427,0.21468468
91.38588,130.62643,0.95405054,0.26347518
113.22111,164.85332,1.3624854,0.30570883
77.261215,116.78062,0.9511282,0.20267998
81.618744,137.37074,0.9449821,0.18826197
79.475204,117.13357,0.9328382,0.21375002
