MAE,MSE,SFN,MAPE
20.814638,28.128464,0.00019266101,0.18624192
9.937999,17.950033,0.00017533943,0.0749741
24.714256,30.102854,0.0002030877,0.23418364
9.652136,17.121471,0.00016977532,0.074773885
11.914013,16.44122,0.00016889618,0.12383391
13.704099,21.08109,0.00016988235,0.10606877
10.383866,16.125757,0.00017299921,0.0983167
12.98147,20.364601,0.00017127646,0.10092116
12.305069,19.443506,0.00018929417,0.11677393
10.788171,20.628117,0.00019472856,0.07780528
26.93436,34.595615,0.0002118698,0.23647356
12.137953,20.644718,0.00017762138,0.089940384
28.688831,39.091644,0.00025469094,0.23091772
13.766054,22.26344,0.0001803101,0.1035156
28.692451,36.304764,0.0002199402,0.2556691
15.241634,23.19108,0.00017500315,0.11680231
21.258987,27.216368,0.00019761661,0.19387348
10.501304,16.217909,0.00016525482,0.09016477
11.659394,17.361897,0.00017618005,0.111616135
9.0528145,15.665811,0.0001659031,0.070282206
13.709986,18.625788,0.00017539767,0.12701274
10.079463,17.40988,0.00016706898,0.07911472
14.696286,19.630623,0.00017649963,0.13649644
12.580795,20.419924,0.0001719405,0.094974205
19.257757,25.105358,0.00018741749,0.17926703
12.359353,20.213655,0.00017524365,0.0920258
21.725147,27.000933,0.00019140006,0.21142076
9.455871,16.184912,0.00016720056,0.07308649
9.748799,15.446804,0.00016880404,0.087049425
10.063943,18.53835,0.00017996467,0.07336683
13.02562,19.07072,0.00017773709,0.1085809
11.426625,23.568464,0.00023038381,0.07642433
13.004823,19.706957,0.00018234596,0.10885106
16.219397,23.888914,0.00018987205,0.12699048
10.568689,16.728346,0.00018283144,0.081852295
8.950466,15.34644,0.00016496294,0.06842688
13.777959,22.95467,0.00018168216,0.09507397
10.873047,17.482141,0.00018403353,0.10004136
13.86288,19.870096,0.00019828606,0.13421863
8.309799,14.36058,0.00016644984,0.0663495
17.772093,26.703289,0.00018595572,0.13325377
10.976833,20.148993,0.00017997427,0.07385272
14.352972,20.18913,0.00018905665,0.15841332
9.226926,16.8806,0.00016525651,0.06853007
13.121724,21.884119,0.00017374195,0.09080737
9.8642845,17.86704,0.00017217432,0.06990334
11.570338,20.366514,0.00018441022,0.095053
9.698957,18.338226,0.00017865314,0.07005526
13.530027,21.54795,0.00017243628,0.09897903
8.800283,15.993025,0.00016809563,0.066517115
9.841464,17.691034,0.00018218617,0.07970586
11.252785,18.514425,0.00016888091,0.0843211
11.542887,21.444626,0.00018661647,0.07847721
10.492024,19.207207,0.00017936966,0.07439225
9.092433,15.942029,0.00017162286,0.07527365
8.953568,16.509747,0.00017037656,0.06563984
15.909837,22.956747,0.00017315116,0.12680252
9.969801,17.749775,0.00019084384,0.07583245
9.475193,15.821037,0.00017787471,0.07804659
9.18811,17.121086,0.00017466822,0.0672519
16.840897,26.683493,0.0001922849,0.12321579
13.980189,25.810944,0.00019949717,0.08793044
16.402674,22.184011,0.00019957125,0.17617948
10.930858,20.174074,0.00017916484,0.07483533
12.117056,18.526333,0.00016798225,0.09831748
10.46,17.901247,0.00018556822,0.07889589
11.372695,19.975195,0.0001876913,0.09426125
10.820949,19.48934,0.00017925039,0.07833495
11.918425,19.957268,0.00017920003,0.09043417
9.306401,16.217329,0.00017776838,0.0729588
13.692443,20.082193,0.00019652446,0.13257295
10.302849,18.619236,0.00017850618,0.07319384
10.345705,18.60508,0.00019328982,0.0871034
10.032665,18.351719,0.0001748543,0.07227986
11.408323,16.806854,0.00017045271,0.11245866
10.244053,17.905258,0.00016882386,0.074447654
9.106754,15.541972,0.00016313665,0.06879217
10.297258,19.633379,0.00019034499,0.071708106
13.675036,19.334717,0.00018782612,0.13058665
8.754217,15.030169,0.00016573365,0.0675735
11.201419,19.728283,0.0001726291,0.07681038
22.249262,36.972248,0.00025368595,0.13262624
17.77114,24.19049,0.0002218645,0.19851682
9.805292,18.414999,0.00017820709,0.069919765
10.854871,20.194658,0.00018532867,0.08342495
16.078745,25.948883,0.00018972869,0.112616114
10.975491,17.531477,0.00017363677,0.104256354
10.191845,18.636324,0.00017685242,0.07418444
11.154754,20.277891,0.0001789983,0.07596051
11.463776,18.813835,0.00017485466,0.08396643
11.5657015,19.061428,0.00017988605,0.10798621
12.089818,20.19084,0.00017253394,0.087278634
11.101392,18.518843,0.00016833279,0.08162755
10.220567,19.158243,0.00017650434,0.069784254
10.11009,18.533613,0.00018268966,0.08258177
9.846698,18.176798,0.00017648886,0.07209702
12.394268,22.990238,0.00019409512,0.08219603
8.712422,14.686153,0.00016274558,0.06720313
10.130764,18.724245,0.00017119225,0.072092734
11.951125,20.416426,0.00017460545,0.087670945
12.83728,20.787199,0.00017155155,0.09373769
9.045183,14.789858,0.00016834773,0.07066884
12.429608,19.618979,0.00019820091,0.10998307
10.964682,18.91078,0.00017437438,0.079788856
16.7354,26.04901,0.00019071106,0.12303671
8.328083,14.838672,0.00016650694,0.06384531
9.505142,16.343906,0.00016846195,0.08241085
9.690762,18.336758,0.00017695485,0.06955573
12.2767315,18.83971,0.00016697028,0.09657982
11.403983,17.68717,0.00017944183,0.087120935
10.492885,19.00281,0.00018437572,0.087475255
15.220638,23.948145,0.00018431291,0.112217695
14.1891365,25.908636,0.00021085593,0.09384947
9.114813,15.138976,0.00017553188,0.07656998
10.320835,17.446838,0.00017417126,0.091190524
11.112958,22.828217,0.00021456875,0.07386328
12.5908575,19.58122,0.00017559268,0.10065424
8.778448,14.151345,0.000178603,0.0700197
9.112019,16.575644,0.00017146478,0.06666893
10.592425,18.814983,0.00017421115,0.076524064
15.516417,24.844435,0.00018930358,0.11745547
12.425568,18.950592,0.00016748073,0.09840049
10.899107,20.698431,0.0001908985,0.08073618
11.694667,19.352823,0.00017101387,0.08545329
13.497651,20.522377,0.00017279656,0.10990781
10.203308,18.575665,0.00018031793,0.074354894
9.960038,17.731161,0.0001696267,0.076372996
11.320811,17.899017,0.00016558854,0.08856178
11.002176,21.540892,0.00020328055,0.07635068
12.355491,19.476213,0.00017365464,0.09403867
12.643187,22.879375,0.0001981322,0.087994985
11.432517,20.885221,0.00018368656,0.078109056
11.8860035,18.949116,0.00017560665,0.09552222
18.991257,29.949091,0.00022476273,0.1383244
9.988824,18.57824,0.00019211473,0.07389466
9.171217,15.65643,0.00016760269,0.06952054
12.00629,21.095516,0.00018246363,0.090461686
28.7305,44.197445,0.00027847593,0.18879727
16.544306,29.192055,0.00020754946,0.100656785
9.861017,17.843431,0.0001692509,0.06969153
9.081439,16.750051,0.00017021377,0.07058068
18.978329,30.479113,0.0002020651,0.13080648
17.203632,28.85157,0.00020786705,0.114729956
10.929832,20.63636,0.00018384603,0.075106695
8.887482,15.656627,0.0001724097,0.06895702
20.048061,32.38908,0.00022525027,0.13126554
11.90269,21.528814,0.00018722337,0.08163623
8.568299,14.998647,0.00016461845,0.06506273
9.266704,16.293417,0.00017330569,0.07363977
21.300274,33.73941,0.0002249453,0.1426999
11.074575,21.044456,0.00018506865,0.07284038
8.80064,15.627745,0.00016384921,0.0650877
9.089079,15.823173,0.0001663326,0.07538257
15.558572,24.530418,0.00018976186,0.1128583
10.312078,18.68068,0.00017184742,0.07284595
10.099896,17.691217,0.00016645186,0.07360902
9.279775,17.00427,0.00017173529,0.07205646
22.50736,34.829407,0.00021839158,0.15566061
10.528961,19.812334,0.00017749621,0.07043534
9.240636,17.516186,0.00017603686,0.06689634
9.880837,17.663443,0.00016901668,0.07084122
16.590342,26.439867,0.00021360215,0.11366579
9.162831,16.113665,0.00016828038,0.07375795
9.934326,19.821365,0.00019050657,0.0684099
10.374964,20.101685,0.0001835837,0.07180908
20.379196,30.885035,0.00021004194,0.15320784
10.591089,20.25173,0.00018301708,0.07283293
11.589628,20.66792,0.00017686129,0.07948921
9.144301,16.327757,0.00017231035,0.069561735
9.3844595,15.538998,0.00016813287,0.07430803
10.03019,17.75355,0.00018745434,0.08156013
10.514086,20.183346,0.00019006568,0.07499718
9.390667,17.83186,0.00018442748,0.07195136
11.441701,18.785889,0.00017132326,0.088074684
9.035221,15.6710205,0.00017412327,0.074741535
10.147254,17.100376,0.00016786043,0.077027865
9.302965,16.597422,0.00016751593,0.0685123
14.918195,23.534954,0.00018981376,0.11132117
10.757469,19.37125,0.00018062016,0.076458976
11.465174,19.837296,0.0001731763,0.08331909
10.879962,21.613,0.0002015577,0.07484969
19.942446,30.958094,0.00020721668,0.13920178
12.4864645,22.774895,0.00018591642,0.08100457
10.120725,17.247957,0.00016610035,0.0762294
9.531836,16.736277,0.00016912268,0.071191944
19.7772,31.34255,0.00022424248,0.13836943
9.2922735,17.91862,0.00017882849,0.06876159
9.809436,15.780826,0.00016363099,0.07748367
9.057891,16.605387,0.00016734352,0.06806995
16.995031,27.761854,0.0002034944,0.12172897
12.74785,24.771544,0.00020039492,0.079143375
11.405786,20.616724,0.00017781029,0.08085974
13.117157,23.863733,0.00019194077,0.08632131
16.709526,24.074194,0.00017598602,0.13925101
12.122919,22.604662,0.0001893448,0.07931096
10.560357,18.261105,0.00016927952,0.079716936
11.205215,19.446304,0.00017111708,0.08060695
15.277498,22.676924,0.00017558083,0.123843305
12.06496,21.65641,0.00018186508,0.081762336
10.078396,17.563305,0.00016588277,0.07530478
10.520307,19.045406,0.00017122179,0.07327262
18.225271,27.19951,0.0001915208,0.13373213
12.769335,22.768595,0.00018409947,0.08539052
9.81586,17.287888,0.00016758578,0.073389865
12.613071,20.747158,0.00017200033,0.094405055
20.016512,29.807014,0.00019152954,0.14884189
11.35435,21.435574,0.00018093422,0.07291999
10.395545,18.42794,0.00016908572,0.07658488
13.07534,20.837082,0.00017334422,0.09883077
12.161274,20.503017,0.00017934415,0.09637233
11.319863,21.77374,0.00019050033,0.074333735
12.747352,21.084188,0.00017575984,0.09408241
10.39249,19.111553,0.00017803497,0.07445323
18.742422,29.733286,0.00020242782,0.13427536
13.867128,23.019703,0.0001766192,0.09361261
9.981663,18.74634,0.00018197959,0.07291946
9.458848,15.798824,0.00016621155,0.076276354
9.420079,15.905549,0.00017371241,0.072542526
10.286283,19.942802,0.000191794,0.0725479
11.806961,20.037281,0.00017593241,0.085596345
10.120407,17.959143,0.00017116204,0.07312494
12.460279,20.655687,0.00018609656,0.095711105
13.8376045,21.441795,0.00017663711,0.10706267
9.831932,17.278427,0.00016693884,0.07368722
10.654255,20.807404,0.0001950471,0.07629992
21.546108,31.736628,0.00020437833,0.15928106
10.83115,20.497948,0.00018044794,0.07406406
10.727392,18.642836,0.0001697798,0.078739755
9.592873,17.20849,0.00017169272,0.06980442
13.812644,22.187204,0.00017468818,0.10623161
13.758699,24.839357,0.00019286286,0.08953546
11.127551,20.450779,0.00017757136,0.07823615
8.601844,15.461941,0.00016333612,0.06598008
22.9641,36.260555,0.00023671908,0.15315047
9.702308,17.330734,0.000172469,0.07244099
10.181803,17.085392,0.00016463692,0.078227855
12.207109,22.77653,0.00018880596,0.080110215
23.504154,35.22129,0.00022086954,0.16816162
11.461769,21.998674,0.00019033797,0.07967121
10.375088,20.489037,0.00019821303,0.07248977
12.989684,24.33971,0.00020152052,0.085499205
17.249197,27.004501,0.00018776726,0.13222094
10.2432785,19.33799,0.00018180157,0.07436497
10.84389,18.805294,0.00017147807,0.08190136
8.95606,15.042214,0.00016753549,0.0695588
13.985244,25.22235,0.00020115146,0.090958714
10.39223,18.624617,0.00017237903,0.07493164
10.552725,19.154114,0.00017372666,0.07766333
10.7658,19.43488,0.00017483624,0.0782366
16.769466,29.4134,0.00022285162,0.1089033
11.135396,21.855145,0.00018886126,0.072790965
12.6944065,22.09437,0.00018066332,0.09156893
9.136061,15.9867325,0.00017178524,0.07082289
11.287485,18.93028,0.00017161782,0.0886422
11.414215,21.785057,0.00018727826,0.07453272
11.532504,23.018097,0.00020700789,0.07853112
12.358499,22.014465,0.0001851841,0.086020194
10.837405,16.539179,0.00020041062,0.092558295
10.36701,20.518421,0.00019751166,0.07212189
12.164042,20.716642,0.00017926231,0.09083543
9.269913,16.050737,0.0001746719,0.072835885
12.408651,18.011463,0.00018068292,0.103063025
9.0335865,16.727129,0.00017590015,0.06870996
11.209622,19.456873,0.00017572315,0.08699384
10.940168,22.039427,0.0002089504,0.076139666
14.497081,22.420862,0.00021937561,0.10472998
9.728981,17.413681,0.00018598013,0.07751714
12.406908,22.90027,0.0001995655,0.09081547
9.239542,15.835399,0.00017536491,0.07249675
17.486338,24.494276,0.0002046406,0.1378273
9.491319,17.55508,0.00017519813,0.071800895
12.831692,20.99012,0.00017233242,0.09602549
9.779502,17.82612,0.00017169799,0.07278228
13.648555,21.258823,0.00019334334,0.1005748
12.654783,24.345625,0.00019970372,0.08163104
14.944386,24.20918,0.00018395153,0.10712199
10.980101,17.413645,0.00018241498,0.09071496
10.966461,20.214518,0.00019034231,0.07582554
10.66694,19.179874,0.0001769592,0.07381404
10.299436,17.29021,0.00016763525,0.08056345
11.568692,22.08124,0.00020514379,0.08020567
13.507114,21.819374,0.00017962663,0.102099456
14.889173,26.670496,0.00020094475,0.09373358
12.343543,21.293606,0.0001833989,0.09411342
10.664408,19.141008,0.0001743161,0.077418014
12.361258,18.99722,0.00018971064,0.09295781
14.19619,25.052505,0.00019725565,0.096239835
11.92699,20.558582,0.0001746461,0.08362126
9.356062,16.260958,0.00017151439,0.07578558
9.01655,16.830076,0.00017158703,0.06579194
12.808421,22.959772,0.00018816144,0.08571283
10.207185,18.020714,0.00016820036,0.07279196
10.585302,16.931335,0.00017741935,0.090415396
11.394916,17.370148,0.00017815197,0.09320641
15.2899475,25.723507,0.00019483357,0.10771841
10.31481,18.049936,0.00016861198,0.07563319
9.362617,16.25773,0.0001689063,0.07651614
9.205816,16.683964,0.0001739835,0.06935458
12.076045,22.470882,0.00019579097,0.08088891
9.03301,16.374626,0.00017061268,0.068200424
10.700611,20.559551,0.00019614551,0.078923225
8.858841,14.658669,0.00017101452,0.0706237
9.100113,15.705483,0.0001729162,0.07292028
9.025109,15.786196,0.0001652934,0.06930955
8.85711,15.562276,0.00016541182,0.06792544
10.237422,18.193544,0.00018163877,0.07216722
11.754402,20.645336,0.00017508998,0.0815305
10.93128,19.360716,0.00017208057,0.07964471
9.597874,17.84989,0.00017999405,0.0721237
12.632916,19.514294,0.00022050524,0.097904064
11.14686,21.312296,0.00019588896,0.07703189
11.971828,21.069845,0.00017972871,0.08401076
11.410847,21.78273,0.00020260889,0.078606464
10.600272,16.448856,0.00017140935,0.0883993
9.340678,15.832672,0.00017116834,0.078069255
10.617855,18.546644,0.00017565521,0.082159825
9.869974,17.704023,0.0001723853,0.07078575
13.33016,23.07513,0.00019187292,0.09304603
14.174292,19.958649,0.00019462827,0.142513
9.866002,17.195068,0.00016879273,0.07394093
10.532839,18.593819,0.00017071165,0.07365505
9.745432,17.591135,0.00017635529,0.07557787
9.850251,18.915174,0.00018450156,0.07229425
10.912595,19.33404,0.00017553478,0.08065928
9.723638,17.57935,0.00017012554,0.06980439
12.419452,20.394577,0.00017414983,0.093554355
9.940525,17.552599,0.00018157612,0.08177314
11.323626,20.55018,0.00018206121,0.08272778
14.768162,24.83795,0.00018952823,0.10080266
18.455462,29.02367,0.00019723117,0.13471931
10.241823,16.412567,0.00017336302,0.09048297
10.286843,18.662764,0.00017662902,0.07720388
17.249985,27.722588,0.00020500777,0.121196866
18.38546,28.003078,0.00019270102,0.13433109
14.550426,20.810244,0.0001985133,0.14041904
11.008629,19.781258,0.00017744245,0.079519525
9.065868,16.033009,0.00016901232,0.06805362
9.996653,18.037292,0.00017484483,0.073505916
10.389591,17.202482,0.00018225725,0.0933987
10.576138,18.762194,0.00017425309,0.07863197
15.794591,25.071226,0.00018722076,0.117638215
10.771033,20.940586,0.00019859709,0.077410966
10.078586,18.623299,0.00017612723,0.07831079
11.267279,20.540699,0.00018231176,0.08235906
17.595413,27.92059,0.00020175408,0.12326455
10.191591,17.107973,0.00017523333,0.084149726
11.781116,18.5477,0.00018753353,0.10419266
10.144436,18.425264,0.00017352532,0.0741609
11.142653,18.97821,0.00017281582,0.08532129
8.661179,14.687242,0.00017148638,0.06778227
10.472638,17.599102,0.00017738638,0.091959566
10.730738,20.176632,0.00017955618,0.07499369
9.484939,17.524418,0.00017083866,0.06841028
13.407007,20.102575,0.0002132043,0.1096169
9.940374,19.29192,0.00018481257,0.07065187
11.027253,19.405582,0.00017449996,0.07969196
13.168766,22.076101,0.000180217,0.09651493
9.22958,16.043955,0.00017568162,0.07275374
12.431703,17.415537,0.00017567728,0.12844671
8.839695,16.030565,0.00016803297,0.06749893
13.538423,22.071632,0.00017665261,0.10050209
9.849652,16.897367,0.00017805531,0.08161057
11.838256,20.593307,0.00019673156,0.10396086
10.627758,18.966501,0.00017295014,0.07714997
9.193681,16.263489,0.00016974326,0.07008827
13.348416,19.231625,0.00017979968,0.11122921
10.593251,20.949406,0.00019315268,0.07586084
10.01541,19.345991,0.0001869675,0.07117118
15.037523,25.64904,0.00020673597,0.10563127
13.488064,20.573833,0.00021388268,0.104031704
10.640126,18.63108,0.00018341542,0.09072375
9.805968,18.212221,0.0001746355,0.071390055
10.963394,18.425123,0.00017101604,0.08635535
