MAE,MSE,SFN,MAPE
15.0886755,21.815502,0.00019025175,0.119143836
10.123444,19.099215,0.00018453016,0.0787502
11.406215,21.369432,0.00018531064,0.07761257
10.188546,17.95942,0.00017320804,0.07753773
11.412286,17.421827,0.0001769995,0.09076681
11.339888,21.025509,0.00018458479,0.07490832
10.252384,19.134539,0.00018162235,0.07364621
14.646753,25.635376,0.00020918756,0.101543285
8.9698305,14.675823,0.00017117437,0.07062539
10.579726,19.492008,0.00017984307,0.07249316
11.168496,18.408846,0.00016825965,0.08344399
9.804667,16.547606,0.00017677288,0.07965792
12.048157,22.894966,0.00021714109,0.0806377
9.140358,16.735771,0.00017248275,0.07180121
10.084189,17.223553,0.0001655243,0.07265262
10.042747,16.598759,0.00018105052,0.08100263
15.696237,22.190245,0.00021108947,0.13392194
12.416332,24.285227,0.00020417529,0.07663145
10.075477,18.418354,0.00017433503,0.07131318
8.92114,16.186167,0.00016858954,0.067853406
9.876836,17.902046,0.00018050904,0.075406216
10.496559,19.822107,0.00018864711,0.08102308
8.893726,16.25026,0.00016727592,0.065808125
16.474642,25.513958,0.000190823,0.12626591
10.738104,20.558105,0.00018873876,0.0720739
11.10074,21.228619,0.00018408048,0.07266789
10.777318,21.662003,0.00020237456,0.07325714
14.359829,23.006346,0.00018233231,0.11273131
10.650781,16.974667,0.00018228457,0.08184015
10.622642,19.340422,0.00019241298,0.083142504
10.732227,20.961903,0.00019176088,0.072412685
10.386912,17.644714,0.00017011663,0.081363976
10.512609,15.912709,0.00017808641,0.09606722
11.414803,21.437487,0.00018757957,0.07885032
11.08583,18.952568,0.00017000898,0.08017144
9.125083,15.572338,0.00017491092,0.070907466
10.998538,20.670118,0.00019914021,0.08595031
12.876288,23.43715,0.0001905862,0.083470315
10.074196,19.13404,0.00017667416,0.069242224
14.454064,26.148321,0.00021967928,0.09855167
11.399172,17.985943,0.00019439367,0.09562811
12.693909,19.378508,0.00019324616,0.12302747
9.711244,18.53804,0.00018184273,0.06912276
9.522301,16.670565,0.00018048915,0.07455367
10.383057,15.840753,0.00017293904,0.0835867
12.679525,24.088121,0.00019694421,0.07914082
10.356868,19.632114,0.00017510958,0.06924511
10.603212,17.180693,0.00017973085,0.08821458
11.957841,22.561096,0.00020426408,0.07973753
11.865846,22.157045,0.00019155967,0.07854746
9.539622,16.929739,0.00016550795,0.0674287
16.920952,27.000282,0.00020745983,0.12991625
9.422884,17.22126,0.00017910279,0.06975238
10.1961775,18.658678,0.00018813626,0.084880516
9.597534,18.080349,0.00017884433,0.068850644
9.770233,17.585613,0.00018611162,0.07567502
11.544077,21.129532,0.0001878279,0.07911158
13.153422,25.200216,0.00020354196,0.07960909
9.616358,17.852682,0.00016739545,0.06673213
10.058516,17.045452,0.0001775388,0.08331585
9.786952,17.937868,0.0001739673,0.07196596
11.463149,21.955257,0.00019925574,0.077009924
9.294523,17.448917,0.00017395536,0.06713414
13.448624,23.617054,0.000200019,0.094529614
9.003527,14.847427,0.00017134352,0.06975208
10.776182,18.418877,0.00019196418,0.09615153
9.460433,17.657413,0.0001769791,0.067442015
9.576189,17.161215,0.00018377988,0.0755078
8.873325,15.663297,0.00017218276,0.06848542
10.32833,17.831404,0.0001803699,0.09199162
10.079258,19.130362,0.00018533425,0.07157801
15.482678,24.214128,0.00018572742,0.11803629
9.02478,15.207448,0.00017271323,0.07275853
10.985112,20.350508,0.00018243586,0.07488975
10.236555,18.847267,0.00017548855,0.072256416
9.393154,17.569368,0.00017408513,0.06780309
13.082891,20.958942,0.00017679896,0.10128893
11.363035,21.400925,0.00018791015,0.07630371
11.450077,21.640154,0.00018685052,0.07689357
10.839754,20.134104,0.00017841432,0.07380944
16.7559,25.730452,0.00019146914,0.12656572
11.378846,21.099632,0.00018464187,0.074546546
11.467684,19.49587,0.00017159736,0.08138341
15.905687,28.757826,0.00023311672,0.1046705
17.551292,26.535812,0.00018913834,0.13713944
13.350815,18.835655,0.00018941434,0.1372268
9.689585,18.058325,0.00018305362,0.070880435
10.325253,18.198673,0.00017956538,0.07428052
16.495642,30.355215,0.00024062343,0.100795165
13.436471,19.787865,0.00019111454,0.14462803
9.340731,16.788816,0.00016759752,0.06744543
10.436377,18.279245,0.00019377153,0.08469586
10.737892,21.271727,0.00020285997,0.07749104
13.085097,24.719574,0.00019748561,0.08336182
11.549071,22.960272,0.00020725855,0.077763066
10.509402,19.185595,0.00017719834,0.07459305
11.741311,19.231667,0.000180257,0.10066161
11.208407,21.773762,0.00019760129,0.08093269
9.95951,18.727623,0.00017504363,0.069727235
9.725736,18.451681,0.00017850459,0.069555715
11.314079,20.402683,0.00018047966,0.08297644
11.237785,19.025507,0.00018649043,0.10633243
9.880732,19.08378,0.00018323377,0.06941565
9.98085,18.376402,0.00017688429,0.07262329
11.139597,17.98294,0.00019810135,0.093976766
10.740344,20.69063,0.00018698756,0.07704542
9.835588,18.643255,0.00017661911,0.06935282
14.065146,23.389954,0.00019204049,0.107459985
8.932773,16.138533,0.0001738525,0.069288895
10.72735,20.102194,0.00018374751,0.081052236
11.004095,22.379368,0.00020531501,0.072452076
9.505175,17.442656,0.00017241752,0.06904053
12.111901,18.108881,0.00018059979,0.09462218
12.614635,23.441416,0.00018960238,0.08082121
11.66533,20.398987,0.00017409404,0.08149184
11.558204,20.446857,0.00017927546,0.083036214
15.8823595,22.021894,0.00018380655,0.13414535
13.983612,24.944946,0.00019245943,0.08826003
9.684993,17.349684,0.00016709762,0.06901583
14.1645355,24.2998,0.00020115012,0.10221905
8.935175,15.831404,0.00017626463,0.06928301
10.269307,19.232515,0.00018090053,0.07604407
8.520206,15.121004,0.0001632759,0.06521706
14.251139,23.090256,0.0001819181,0.10968339
12.901983,20.480133,0.00018789158,0.09453289
18.478771,31.367264,0.00022791227,0.11764261
10.892698,20.336079,0.00017789096,0.072264664
